rank,lemma,english,pos,level,freq_score,freq_tier,register,tokens
1329,wrijven,rub,verb,3,10.47,A,everyday,"['wreef', 'wrijft', 'wrijven']"
1330,citeren,quote,noun,3,10.47,A,everyday,"['citeerde', 'citeert', 'geciteerd']"
1331,onderwijs,education,noun,3,10.46,A,everyday,"['onderwijs', 'onderwijzen']"
1332,rol,role,noun,3,10.44,A,everyday,"['rol', 'rollen']"
1333,uiteindelijk,end,adjective,3,10.44,A,everyday,"['uiteindelijk', 'uiteindelijke']"
1334,schokken,shocks,noun,3,10.44,A,everyday,"['geschokt', 'schokkende', 'schokte']"
1335,friet,french,noun,3,10.44,A,everyday,"['friet', 'frieten', 'frietjes']"
1336,lid,member,noun,3,10.42,A,everyday,"['leden', 'lid']"
1337,buurt,neighborhood,noun,3,10.42,A,everyday,"['buurt', 'buurten']"
1338,contact,contact,noun,3,10.42,A,everyday,"['contact', 'contacten']"
1339,leeftijd,age,noun,3,10.42,A,everyday,"['leeftijd', 'leeftijden']"
1340,liefde,love,noun,3,10.42,A,everyday,"['liefde', 'liefdes']"
1341,minister,minister,noun,3,10.42,A,everyday,"['minister', 'ministers']"
1342,waarnemen,observation,verb,3,10.41,A,everyday,"['waargenomen', 'waarnemen', 'waarnemend']"
1343,assisteren,assist,verb,3,10.41,A,everyday,"['assisteert', 'assisteren', 'geassisteerd']"
1344,bet,bet,noun,3,10.41,A,everyday,"['bet', 'beten', 'bets']"
1345,nor,nor,noun,3,10.41,A,everyday,"['nor', 'noren', 'nors']"
1346,vergaren,aggregating,verb,3,10.41,A,everyday,"['vergaard', 'vergaarde', 'vergaren']"
1347,verwoorden,wording,verb,3,10.41,A,everyday,"['verwoordde', 'verwoorden', 'verwoordt']"
1348,coördineren,co ordinate,noun,3,10.41,A,everyday,"['coördineert', 'gecoördineerd', 'gecoördineerde']"
1349,doel,target,noun,3,10.4,A,everyday,"['doel', 'doelen']"
1350,organisatie,organisation,noun,3,10.4,A,everyday,"['organisatie', 'organisaties']"
1351,provincie,province,noun,3,10.4,A,everyday,"['provincie', 'provincies']"
1352,vergeten,forget,verb,3,10.4,A,everyday,"['vergaten', 'vergeten']"
1353,actie,action,noun,3,10.38,A,everyday,"['actie', 'acties']"
1354,ri,ri,pronoun,3,10.38,A,everyday,"['ri', 'rien', 'ritje']"
1355,overlaten,leave,verb,3,10.38,A,everyday,"['overgelaten', 'overlaat', 'overlaten']"
1356,vakantiehuis,holiday,noun,3,10.38,A,everyday,"['vakantiehuis', 'vakantiehuisje', 'vakantiehuisjes']"
1357,centrum,center,noun,3,10.36,A,everyday,"['centra', 'centrum']"
1358,direct,direct,adjective,3,10.36,A,everyday,"['direct', 'directe']"
1359,god,god,noun,3,10.36,A,everyday,"['god', 'goden']"
1360,plan,plan,noun,3,10.36,A,everyday,"['plan', 'plannen']"
1361,president,president,noun,3,10.36,A,everyday,"['president', 'presidenten']"
1362,uitdrukken,express,verb,3,10.35,A,everyday,"['uitdrukken', 'uitdrukt', 'uitgedrukt']"
1363,ontnemen,take,noun,3,10.35,A,everyday,"['ontnam', 'ontnemen', 'ontnomen']"
1364,politiek,politics,noun,3,10.34,A,everyday,"['politiek', 'politieke']"
1365,project,project,noun,3,10.34,A,everyday,"['project', 'projecten']"
1366,zin,sentence,noun,3,10.34,A,everyday,"['zin', 'zinnen']"
1367,extra,extra,adjective,3,10.32,A,everyday,"['extra', ""extra's""]"
1368,seizoen,season,noun,3,10.32,A,everyday,"['seizoen', 'seizoenen']"
1369,forceren,force,verb,3,10.32,A,everyday,"['forceren', 'geforceerd', 'geforceerde']"
1370,pe,pe,noun,3,10.32,A,everyday,"['pe', 'pes', 'petje']"
1371,geweldig,awesome,adjective,3,10.3,A,everyday,"['geweldig', 'geweldige']"
1372,meter,meters,noun,3,10.3,A,everyday,"['meter', 'meters']"
1373,omgeving,environment,noun,3,10.3,A,everyday,"['omgeving', 'omgevingen']"
1374,onderdeel,part,noun,3,10.3,A,everyday,"['onderdeel', 'onderdelen']"
1375,succes,success,noun,3,10.3,A,everyday,"['succes', 'successen']"
1376,welkom,welcome,noun,3,10.3,A,everyday,"['welkom', 'welkome']"
1377,wet,law,noun,3,10.3,A,everyday,"['wet', 'wetten']"
1378,bijstaan,assist,verb,3,10.29,A,everyday,"['bijgestaan', 'bijstaan', 'bijstaat']"
1379,site,site,noun,3,10.28,A,everyday,"['site', 'sites']"
1380,boeken,books,noun,3,10.28,A,everyday,"['boekte', 'geboekt']"
1381,dienst,service,noun,3,10.26,A,everyday,"['dienst', 'diensten']"
1382,los,loose,adjective,3,10.26,A,everyday,"['los', 'losjes']"
1383,stem,voice,noun,3,10.26,A,everyday,"['stem', 'stemmen']"
1384,verkiezen,prefer,verb,3,10.26,A,everyday,"['verkiest', 'verkiezen', 'verkozen']"
1385,pie,pee,noun,3,10.26,A,everyday,"['pie', 'pies', 'pietje']"
1386,geboren,born,verb,3,10.24,A,everyday,"['geboord', 'geboren']"
1387,ontwikkeling,development,noun,3,10.24,A,everyday,"['ontwikkeling', 'ontwikkelingen']"
1388,totaal,total,noun,3,10.24,A,everyday,"['totaal', 'totale']"
1389,reduceren,reduce,verb,3,10.23,A,everyday,"['gereduceerd', 'reduceert', 'reduceren']"
1390,voorbij,over,adjective,3,10.22,A,everyday,"['voorbij', 'voorbije']"
1391,bedrijven,companies,noun,3,10.22,A,everyday,"['bedreven', 'bedrijft']"
1392,actief,active,adjective,3,10.18,A,everyday,"['actief', 'actieve']"
1393,fijn,fine,adjective,3,10.18,A,everyday,"['fijn', 'fijne']"
1394,normaal,normal,adjective,3,10.18,A,everyday,"['normaal', 'normale']"
1395,prachtig,beautiful,adjective,3,10.18,A,everyday,"['prachtig', 'prachtige']"
1396,regering,government,noun,3,10.18,A,everyday,"['regering', 'regeringen']"
1397,belasten,loading,verb,3,10.17,A,everyday,"['belast', 'belastend', 'belastende']"
1398,schep,scoop,verb,3,10.17,A,everyday,"['schep', 'schepje', 'scheppen']"
1399,overblijven,remaining,noun,3,10.17,A,everyday,"['overbleef', 'overblijft', 'overblijvende']"
1400,overhandigen,hand,noun,3,10.17,A,everyday,"['overhandigd', 'overhandigde', 'overhandigt']"
1401,afkomen,come,verb,3,10.17,A,everyday,"['afgekomen', 'afkomen', 'afkomt']"
1402,korrel,grain,noun,3,10.17,A,everyday,"['korrel', 'korrels', 'korreltje']"
1403,belang,interest,noun,3,10.16,A,everyday,"['belang', 'belangen']"
1404,richting,direction,noun,3,10.16,A,everyday,"['richting', 'richtingen']"
1405,titel,title,noun,3,10.16,A,everyday,"['titel', 'titels']"
1406,universiteit,university,noun,3,10.16,A,everyday,"['universiteit', 'universiteiten']"
1407,volledig,full,adjective,3,10.16,A,everyday,"['volledig', 'volledige']"
1408,zee,sea,noun,3,10.16,A,everyday,"['zee', 'zeeën']"
1409,aar,it s,adjective,3,10.14,A,everyday,"['aar', 'aars', 'are']"
1410,tolereren,tolerate,verb,3,10.14,A,everyday,"['getolereerd', 'tolereert', 'tolereren']"
1411,hoogte,height,noun,3,10.12,A,everyday,"['hoogte', 'hoogtes']"
1412,raad,council,noun,3,10.12,A,everyday,"['raad', 'raden']"
1413,serie,series,noun,3,10.12,A,everyday,"['serie', 'series']"
1414,start,start,noun,3,10.12,A,everyday,"['start', 'starten']"
1415,stel,couple,noun,3,10.12,A,everyday,"['stel', 'stelen']"
1416,tegenwoordig,nowadays,adjective,3,10.12,A,everyday,"['tegenwoordig', 'tegenwoordige']"
1417,versie,version,noun,3,10.12,A,everyday,"['versie', 'versies']"
1418,vriendin,girlfriend,noun,3,10.12,A,everyday,"['vriendin', 'vriendinnen']"
1419,wakker,awake,adjective,3,10.12,A,everyday,"['wakker', 'wakkere']"
1420,ziekenhuis,hospital,noun,3,10.12,A,everyday,"['ziekenhuis', 'ziekenhuizen']"
1421,stemmen,votes,noun,3,10.12,A,everyday,"['gestemd', 'stemt']"
1422,gelovig,believer,adjective,3,10.11,A,everyday,"['gelovig', 'gelovige', 'gelovigen']"
1423,terugkrijgen,get,verb,3,10.11,A,everyday,"['terugkreeg', 'terugkrijgen', 'terugkrijgt']"
1424,baan,job,noun,3,10.1,A,everyday,"['baan', 'baantje']"
1425,centraal,central,adjective,3,10.1,A,everyday,"['centraal', 'centrale']"
1426,half,half,adjective,3,10.1,A,everyday,"['half', 'halve']"
1427,overheid,government,noun,3,10.1,A,everyday,"['overheden', 'overheid']"
1428,relatie,relationship,noun,3,10.1,A,everyday,"['relatie', 'relaties']"
1429,rust,rest,noun,3,10.1,A,everyday,"['rust', 'ruste']"
1430,tekst,text,noun,3,10.1,A,everyday,"['tekst', 'teksten']"
1431,helft,half,noun,3,10.08,A,everyday,"['helft', 'helften']"
1432,kracht,force,noun,3,10.08,A,everyday,"['kracht', 'krachten']"
1433,pagina,page,noun,3,10.08,A,everyday,"['pagina', ""pagina's""]"
1434,reactie,reaction,noun,3,10.08,A,everyday,"['reactie', 'reacties']"
1435,situatie,situation,noun,3,10.08,A,everyday,"['situatie', 'situaties']"
1436,systeem,system,noun,3,10.08,A,everyday,"['systeem', 'systemen']"
1437,zeven,seven,numeral,3,10.08,A,everyday,"['zeven', 'zevende']"
1438,les,lesson,noun,3,10.08,A,everyday,"['lesje', 'lessen']"
1439,betreuren,regret,verb,3,10.08,A,everyday,"['betreur', 'betreuren', 'betreurt']"
1440,geheel,whole,noun,3,10.06,A,everyday,"['geheel', 'gehele']"
1441,voorbeeld,preview,noun,3,10.06,A,everyday,"['voorbeeld', 'voorbeelden']"
1442,verwerpen,reject,noun,3,10.05,A,everyday,"['verwerpt', 'verwierp', 'verworpen']"
1443,giet,casting,verb,3,10.05,A,everyday,"['giet', 'gieten', 'gieter']"
1444,strikken,tie,noun,3,10.05,A,everyday,"['gestrikt', 'strikken', 'strikte']"
1445,radio,radio,noun,3,10.04,A,everyday,"['radio', ""radio's""]"
1446,beschikbaar,available,adjective,3,10.02,A,everyday,"['beschikbaar', 'beschikbare']"
1447,blog,blog,noun,3,10.02,A,everyday,"['blog', 'blogje']"
1448,keuze,choice,noun,3,10.02,A,everyday,"['keuze', 'keuzes']"
1449,plezier,fun,noun,3,10.02,A,everyday,"['plezier', 'plezieren']"
1450,minderjarig,underage,adjective,3,10.02,A,everyday,"['minderjarig', 'minderjarige', 'minderjarigen']"
1451,franstalig,french,adjective,3,10.02,A,everyday,"['franstalig', 'franstalige', 'franstaligen']"
1452,zwart,black,adjective,3,10.0,A,everyday,"['zwart', 'zwarte']"
1453,cultuur,culture,noun,3,10.0,A,everyday,"['culturen', 'cultuur']"
1454,economie,economy,noun,3,10.0,A,everyday,"['economie', 'economieën']"
1455,eerlijk,fair,adjective,3,10.0,A,everyday,"['eerlijk', 'eerlijke']"
1456,hotel,hotel,noun,3,10.0,A,everyday,"['hotel', 'hotels']"
1457,markt,market,noun,3,10.0,A,everyday,"['markt', 'markten']"
1458,samenwerking,cooperation,noun,3,10.0,A,everyday,"['samenwerking', 'samenwerkingen']"
1459,zomer,summer,noun,3,10.0,A,everyday,"['zomer', 'zomers']"
1460,frustreren,frustrate,verb,3,10.0,A,everyday,"['frustrerend', 'frustrerende', 'gefrustreerd', 'gefrustreerde']"
1461,lucht,air,noun,3,9.98,A,everyday,"['lucht', 'luchten']"
1462,publiek,public,noun,3,9.98,A,everyday,"['publiek', 'publieke']"
1463,val,fall,noun,3,9.98,A,everyday,"['val', 'valle']"
1464,invloed,influence,noun,3,9.96,A,everyday,"['invloed', 'invloeden']"
1465,kunst,art,noun,3,9.96,A,everyday,"['kunst', 'kunsten']"
1466,moord,murder,noun,3,9.96,A,everyday,"['moord', 'moorden']"
1467,verzwakken,weaken,verb,3,9.96,A,everyday,"['verzwakken', 'verzwakt', 'verzwakte']"
1468,maaien,mowing,verb,3,9.96,A,everyday,"['gemaaid', 'maaien', 'maait']"
1469,slok,sip,noun,3,9.96,A,everyday,"['slok', 'slokje', 'slokken']"
1470,controle,control,noun,3,9.94,A,everyday,"['controle', 'controles']"
1471,macht,power,noun,3,9.94,A,everyday,"['macht', 'machten']"
1472,procent,percent,noun,3,9.94,A,everyday,"['procent', 'procenten']"
1473,stop,stop,noun,3,9.94,A,everyday,"['stop', 'stops']"
1474,afwijken,abnormal,verb,3,9.93,A,everyday,"['afwijken', 'afwijkend', 'afwijkende']"
1475,gehandicapt,disabled,adjective,3,9.93,A,everyday,"['gehandicapt', 'gehandicapte', 'gehandicapten']"
1476,betuigen,show,verb,3,9.93,A,everyday,"['betuigd', 'betuigde', 'betuigt']"
1477,eeuw,century,noun,3,9.92,A,everyday,"['eeuw', 'eeuwen']"
1478,huwelijk,marriage,noun,3,9.92,A,everyday,"['huwelijk', 'huwelijken']"
1479,vakantie,holiday,noun,3,9.92,A,everyday,"['vakantie', 'vakanties']"
1480,veiligheid,safety,noun,3,9.92,A,everyday,"['veiligheid', 'veiligheids']"
1481,vorig,previous,adjective,3,9.9,A,everyday,"['vorig', 'vorige']"
1482,ervaring,experience,noun,3,9.9,A,everyday,"['ervaring', 'ervaringen']"
1483,terecht,right,adjective,3,9.9,A,everyday,"['terecht', 'terechte']"
1484,tegel,tile,noun,3,9.9,A,everyday,"['tegel', 'tegelen', 'tegels']"
1485,welk,which,determiner,3,9.88,A,everyday,"['welk', 'welke']"
1486,burgemeester,mayor,noun,3,9.88,A,everyday,"['burgemeester', 'burgemeesters']"
1487,kilometer,kilometers,noun,3,9.88,A,everyday,"['kilometer', 'kilometers']"
1488,opdracht,command,noun,3,9.88,A,everyday,"['opdracht', 'opdrachten']"
1489,oplossing,solution,noun,3,9.88,A,everyday,"['oplossing', 'oplossingen']"
1490,ronde,round,noun,3,9.88,A,everyday,"['ronde', 'rondes']"
1491,schuld,debt,noun,3,9.88,A,everyday,"['schuld', 'schulden']"
1492,evolueren,evolve,verb,3,9.87,A,everyday,"['evolueerde', 'evolueert', 'evolueren']"
1493,gezin,family,noun,3,9.86,A,everyday,"['gezin', 'gezinnen']"
1494,mening,opinion,noun,3,9.86,A,everyday,"['mening', 'meningen']"
1495,zon,sun,noun,3,9.86,A,everyday,"['zon', 'zonnetje']"
1496,speciaal,special,adjective,3,9.84,A,everyday,"['speciaal', 'speciale']"
1497,afstand,distance,noun,3,9.84,A,everyday,"['afstand', 'afstanden']"
1498,festival,festival,noun,3,9.84,A,everyday,"['festival', 'festivals']"
1499,functie,function,noun,3,9.84,A,everyday,"['functie', 'functies']"
1500,perfect,perfect,adjective,3,9.84,A,everyday,"['perfect', 'perfecte']"
1501,rechter,right,noun,3,9.84,A,everyday,"['rechter', 'rechters']"
1502,schip,ship,noun,3,9.84,A,everyday,"['schepen', 'schip']"
1503,vlak,flat,adjective,3,9.84,A,everyday,"['vlak', 'vlakken']"
1504,achterblijven,remaining,verb,3,9.84,A,everyday,"['achterblijft', 'achterblijven', 'achtergebleven']"
1505,beelden,images,noun,3,9.84,A,everyday,"['beeldend', 'beeldt']"
1506,verpakken,packaging,verb,3,9.84,A,everyday,"['verpakken', 'verpakt', 'verpakte']"
1507,strooien,sprinkle,verb,3,9.84,A,everyday,"['gestrooid', 'strooien', 'strooit']"
1508,trommel,drum,noun,3,9.84,A,everyday,"['trommel', 'trommelen', 'trommels']"
1509,kost,cost,verb,3,9.82,A,everyday,"['koste', 'kosten']"
1510,boos,angry,adjective,3,9.82,A,everyday,"['boos', 'boze']"
1511,enorm,oh yeah,adjective,3,9.82,A,everyday,"['enorm', 'enorme']"
1512,oosten,east,noun,3,9.82,A,everyday,"['oosten', 'oostende']"
1513,schade,damage,noun,3,9.82,A,everyday,"['schade', 'schades']"
1514,toegang,access,noun,3,9.82,A,everyday,"['toegang', 'toegangen']"
1515,praat,talk,verb,3,9.82,A,everyday,"['praatje', 'praatjes']"
1516,opsteken,raise,verb,3,9.81,A,everyday,"['opgestoken', 'opsteken', 'steekt']"
1517,piepen,beeping,verb,3,9.81,A,everyday,"['gepiept', 'piepen', 'piepende']"
1518,verhandelen,marketing,verb,3,9.81,A,everyday,"['verhandeld', 'verhandelde', 'verhandelen']"
1519,vermenigvuldigen,multiply,adverb,3,9.81,A,everyday,"['vermenigvuldigd', 'vermenigvuldigen', 'vermenigvuldigt']"
1520,persoonlijk,personal,adjective,3,9.8,A,everyday,"['persoonlijk', 'persoonlijke']"
1521,app,app,pronoun,3,9.8,A,everyday,"['app', 'appje']"
1522,baby,baby,noun,3,9.8,A,everyday,"['baby', ""baby's""]"
1523,positie,position,noun,3,9.8,A,everyday,"['positie', 'posities']"
1524,dagelijks,daily,adjective,3,9.78,A,everyday,"['dagelijks', 'dagelijkse']"
1525,gang,corridor,noun,3,9.78,A,everyday,"['gang', 'gangen']"
1526,generaal,general,noun,3,9.78,A,everyday,"['generaal', 'generaals']"
1527,middel,medium,noun,3,9.78,A,everyday,"['middel', 'middelen']"
1528,schrijver,author,noun,3,9.78,A,everyday,"['schrijver', 'schrijvers']"
1529,serieus,seriously,adjective,3,9.78,A,everyday,"['serieus', 'serieuze']"
1530,sta,stand,verb,3,9.78,A,everyday,"['sta', 'stas']"
1531,verband,relationship,noun,3,9.78,A,everyday,"['verband', 'verbanden']"
1532,schitteren,shine,verb,3,9.78,A,everyday,"['schitteren', 'schitterend', 'schitterende']"
1533,onderteken,sign,verb,3,9.78,A,everyday,"['onderteken', 'ondertekende', 'ondertekenen']"
1534,bekritiseren,criticize,verb,3,9.78,A,everyday,"['bekritiseerd', 'bekritiseert', 'bekritiseren']"
1535,discrimineren,discrimination,noun,3,9.78,A,everyday,"['discriminerend', 'discriminerende', 'gediscrimineerd']"
1536,smoes,excuse,noun,3,9.78,A,everyday,"['smoesje', 'smoesjes', 'smoezen']"
1537,resultaat,result,noun,3,9.76,A,everyday,"['resultaat', 'resultaten']"
1538,bestuur,management,noun,3,9.76,A,everyday,"['bestuur', 'bestuurs']"
1539,beweging,movement,noun,3,9.76,A,everyday,"['beweging', 'bewegingen']"
1540,regelmatig,regular,adjective,3,9.76,A,everyday,"['regelmatig', 'regelmatige']"
1541,weekend,weekend,noun,3,9.76,A,everyday,"['weekend', 'weekenden']"
1542,prijzen,prices,noun,3,9.76,A,everyday,"['geprezen', 'prijst']"
1543,roeren,stir,verb,3,9.75,A,everyday,"['roeren', 'roerend', 'roerende']"
1544,directeur,director,noun,3,9.74,A,everyday,"['directeur', 'directeuren']"
1545,mama,mommy,noun,3,9.74,A,everyday,"['mama', ""mama's""]"
1546,proces,process,noun,3,9.74,A,everyday,"['proces', 'processen']"
1547,stichting,foundation,noun,3,9.74,A,everyday,"['stichting', 'stichtingen']"
1548,ding,thing,noun,3,9.72,A,everyday,"['ding', 'dingen']"
1549,netwerk,network,noun,3,9.72,A,everyday,"['netwerk', 'netwerken']"
1550,opleiding,training,noun,3,9.72,A,everyday,"['opleiding', 'opleidingen']"
1551,slachtoffer,victim,noun,3,9.72,A,everyday,"['slachtoffer', 'slachtoffers']"
1552,voorzitter,president,noun,3,9.72,A,everyday,"['voorzitter', 'voorzitters']"
1553,world,world,noun,3,9.72,A,everyday,"['world', ""world's""]"
1554,vernemen,hear,verb,3,9.72,A,everyday,"['vernam', 'vernemen', 'vernomen']"
1555,verheffen,uplift,verb,3,9.72,A,everyday,"['verheffen', 'verheft', 'verheven']"
1556,hinderen,obstacles,noun,3,9.72,A,everyday,"['gehinderd', 'hinderen', 'hindert']"
1557,geus,geus,adjective,3,9.72,A,everyday,"['geus', 'geuze', 'geuzen']"
1558,moderniseren,modernisation,verb,3,9.72,A,everyday,"['gemoderniseerd', 'gemoderniseerde', 'moderniseren']"
1559,advies,opinion,noun,3,9.7,A,everyday,"['advies', 'adviezen']"
1560,natuur,nature,noun,3,9.7,A,everyday,"['nature', 'natuur']"
1561,openbaar,public,adjective,3,9.7,A,everyday,"['openbaar', 'openbare']"
1562,winnaar,winner,noun,3,9.7,A,everyday,"['winnaar', 'winnaars']"
1563,aanrichten,create,verb,3,9.69,A,everyday,"['aangericht', 'aanricht', 'aanrichten']"
1564,overheersen,dominant,verb,3,9.69,A,everyday,"['overheersende', 'overheerst', 'overheerste']"
1565,grens,border,noun,3,9.68,A,everyday,"['grens', 'grenzen']"
1566,locatie,location,noun,3,9.68,A,everyday,"['locatie', 'locaties']"
1567,rechts,right,adjective,3,9.68,A,everyday,"['rechts', 'rechtse']"
1568,station,station,noun,3,9.68,A,everyday,"['station', 'stations']"
1569,scholen,schools,noun,3,9.68,A,everyday,"['geschoold', 'geschoolde']"
1570,aanval,attack,noun,3,9.66,A,everyday,"['aanval', 'aanvallen']"
1571,advocaat,lawyer,noun,3,9.66,A,everyday,"['advocaat', 'advocaten']"
1572,angst,anxiety,noun,3,9.66,A,everyday,"['angst', 'angsten']"
1573,bureau,desk,noun,3,9.66,A,everyday,"['bureau', 'bureaus']"
1574,camera,camera,noun,3,9.66,A,everyday,"['camera', ""camera's""]"
1575,hoofdstad,capital,noun,3,9.66,A,everyday,"['hoofdstad', 'hoofdsteden']"
1576,leiding,management,noun,3,9.66,A,everyday,"['leiding', 'leidingen']"
1577,meedelen,communicate,verb,3,9.66,A,everyday,"['deelde', 'meedelen', 'meegedeeld']"
1578,finale,final,noun,3,9.64,A,everyday,"['finale', 'finales']"
1579,gevaar,danger,noun,3,9.64,A,everyday,"['gevaar', 'gevaren']"
1580,risico,risk,noun,3,9.64,A,everyday,"['risico', ""risico's""]"
1581,vereniging,association,noun,3,9.64,A,everyday,"['vereniging', 'verenigingen']"
1582,westen,west,noun,3,9.64,A,everyday,"['westen', 'westende']"
1583,amuseren,amusing,verb,3,9.63,A,everyday,"['amuseert', 'amuseren', 'geamuseerd']"
1584,commissie,committee,noun,3,9.62,A,everyday,"['commissie', 'commissies']"
1585,vuur,fire,noun,3,9.62,A,everyday,"['vuur', 'vuurtje']"
1586,sociaal,social,adjective,3,9.6,A,everyday,"['sociaal', 'sociale']"
1587,absoluut,absolute,adjective,3,9.6,A,everyday,"['absolute', 'absoluut']"
1588,afdeling,section,noun,3,9.6,A,everyday,"['afdeling', 'afdelingen']"
1589,afkomstig,coming,adjective,3,9.6,A,everyday,"['afkomstig', 'afkomstige']"
1590,dollar,dollar,noun,3,9.6,A,everyday,"['dollar', 'dollars']"
1591,maat,size,noun,3,9.6,A,everyday,"['maat', 'maatjes']"
1592,mogelijkheid,possibility,noun,3,9.6,A,everyday,"['mogelijkheden', 'mogelijkheid']"
1593,onderwerp,subject,noun,3,9.6,A,everyday,"['onderwerp', 'onderwerpen']"
1594,keren,times,verb,3,9.6,A,everyday,"['gekeerd', 'keert']"
1595,voormalig,former,adjective,3,9.58,A,everyday,"['voormalig', 'voormalige']"
1596,aflevering,episode,noun,3,9.58,A,everyday,"['aflevering', 'afleveringen']"
1597,college,college,noun,3,9.58,A,everyday,"['college', 'colleges']"
1598,dak,roof,noun,3,9.58,A,everyday,"['dak', 'dakje']"
1599,inclusief,including,adjective,3,9.58,A,everyday,"['inclusief', 'inclusieve']"
1600,rekening,account,noun,3,9.58,A,everyday,"['rekening', 'rekeningen']"
1601,teken,character,noun,3,9.58,A,everyday,"['teken', 'tekens']"
1602,account,account,noun,3,9.56,A,everyday,"['account', 'accounts']"
1603,betrekking,relationship,noun,3,9.56,A,everyday,"['betrekking', 'betrekkingen']"
1604,leider,leader,noun,3,9.56,A,everyday,"['leider', 'leiders']"
1605,miljard,billion,noun,3,9.56,A,everyday,"['miljard', 'miljarden']"
1606,one,one,noun,3,9.56,A,everyday,"['one', 'ones']"
1607,stijl,style,noun,3,9.56,A,everyday,"['stijl', 'stijlen']"
1608,wind,wind,noun,3,9.56,A,everyday,"['wind', 'windje']"
1609,vernoemen,naming,verb,3,9.54,A,everyday,"['vernoemd', 'vernoemde', 'vernoemen']"
1610,skateboard,skateboard,adjective,3,9.54,A,everyday,"['skateboard', 'skateboarden', 'skateboards']"
